id,date,home_team,away_team,home_score,away_score,tournament,city,country,neutral
6550,16 08 1967,Mauritius,Tanzania,1,1,African Cup of Nations qualification,Curepipe,Mauritius,FALSE
6551,16 08 1967,Togo,Ivory Coast,0,2,African Cup of Nations qualification,Lom??,Togo,FALSE
6552,16 08 1967,Vietnam Republic,Western Australia,3,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
6553,18 08 1967,Hong Kong,Western Australia,3,2,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
6554,18 08 1967,South Korea,Chinese Taipei,2,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
6555,19 08 1967,Burma,Indonesia,5,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
6556,19 08 1967,Kenya,DR Congo,5,4,Friendly,Nairobi,Kenya,FALSE
6557,19 08 1967,Malaysia,India,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE
6558,19 08 1967,Thailand,Vietnam Republic,2,5,Merdeka Tournament,Ipoh,Malaysia,TRUE
6559,20 08 1967,Burma,Chinese Taipei,1,2,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
6560,20 08 1967,India,Vietnam Republic,0,1,Merdeka Tournament,Ipoh,Malaysia,TRUE
6561,20 08 1967,Kenya,DR Congo,1,1,Friendly,Nairobi,Kenya,FALSE
6562,20 08 1967,South Korea,Singapore,3,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
6563,22 08 1967,Burma,Vietnam Republic,3,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
6564,22 08 1967,India,Chinese Taipei,1,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
6565,22 08 1967,Mexico,Argentina,2,1,Friendly,Mexico City,Mexico,FALSE
6566,23 08 1967,Denmark,Iceland,14,2,Friendly,Copenhagen,Denmark,FALSE
6567,23 08 1967,Hong Kong,Indonesia,2,1,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
6568,23 08 1967,Malaysia,South Korea,1,3,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE
6569,24 08 1967,Singapore,Western Australia,3,5,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
6570,25 08 1967,Hong Kong,Chinese Taipei,2,4,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
6571,25 08 1967,Malaysia,Vietnam Republic,1,2,Merdeka Tournament,Kuala Lumpur,Malaysia,FALSE
6572,26 08 1967,Burma,South Korea,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
6573,26 08 1967,India,Indonesia,0,3,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
6574,28 08 1967,Singapore,Vietnam Republic,1,0,Friendly,Kallang,Singapore,FALSE
6575,30 08 1967,Russia,Finland,2,0,UEFA Euro qualification,Moscow,Soviet Union,FALSE
6576,1 09 1967,DR Congo,Ghana,0,2,Friendly,Kinshasa,DR Congo,FALSE
6577,3 09 1967,Norway,Sweden,3,1,UEFA Euro qualification,Oslo,Norway,FALSE
6578,6 09 1967,Austria,Hungary,1,3,Friendly,Vienna,Austria,FALSE
6579,6 09 1967,Finland,Russia,2,5,UEFA Euro qualification,Turku,Finland,FALSE
6580,13 09 1967,Netherlands,German DR,1,0,UEFA Euro qualification,Amsterdam,Netherlands,FALSE
6581,17 09 1967,DR Congo,Tanzania,1,0,African Cup of Nations qualification,Kinshasa,DR Congo,FALSE
6582,17 09 1967,Poland,France,1,4,UEFA Euro qualification,Warsaw,Poland,FALSE
6583,19 09 1967,Chile,Brazil,0,1,Friendly,Santiago,Chile,FALSE
6584,24 09 1967,Austria,Finland,2,1,UEFA Euro qualification,Vienna,Austria,FALSE
6585,24 09 1967,Norway,Denmark,0,5,Nordic Championship,Oslo,Norway,FALSE
6586,27 09 1967,Germany,France,5,1,Friendly,Berlin,Germany,FALSE
6587,27 09 1967,Hungary,German DR,3,1,UEFA Euro qualification,Budapest,Hungary,FALSE
6588,27 09 1967,Mali,Burkina Faso,4,0,African Cup of Nations qualification,Bamako,Mali,FALSE
6589,28 09 1967,Ghana,Nigeria,1,1,Friendly,Accra,Ghana,FALSE
6590,30 09 1967,Kenya,Uganda,3,1,Friendly,Nairobi,Kenya,FALSE
6591,1 10 1967,Czechoslovakia,Spain,1,0,UEFA Euro qualification,Prague,Czechoslovakia,FALSE
6592,1 10 1967,Ghana,Burkina Faso,5,2,Friendly,Accra,Ghana,FALSE
6593,1 10 1967,Russia,Switzerland,2,2,Friendly,Moscow,Soviet Union,FALSE
6594,3 10 1967,Tanzania,Uganda,1,2,Friendly,Nairobi,Kenya,TRUE
6595,4 10 1967,Denmark,Netherlands,3,2,UEFA Euro qualification,Copenhagen,Denmark,FALSE
6596,4 10 1967,Greece,Austria,4,1,UEFA Euro qualification,Piraeus,Greece,FALSE
6597,4 10 1967,Kenya,Zanzibar,6,0,Friendly,Nairobi,Kenya,FALSE
6598,5 10 1967,Trinidad and Tobago,Martinique,2,2,Friendly,Port of Spain,Trinidad and Tobago,FALSE
6599,6 10 1967,Uganda,Zanzibar,2,0,Friendly,Nairobi,Kenya,TRUE
6600,7 10 1967,Germany,Yugoslavia,3,1,UEFA Euro qualification,Hamburg,Germany,FALSE
6601,7 10 1967,Singapore,Hong Kong,4,0,Friendly,Kallang,Singapore,FALSE
6602,8 10 1967,Belgium,Poland,2,4,UEFA Euro qualification,Brussels,Belgium,FALSE
6603,8 10 1967,Bulgaria,Russia,1,2,Friendly,Sofia,Bulgaria,FALSE
6604,9 10 1967,Kenya,Tanzania,5,3,Friendly,Nairobi,Kenya,FALSE
6605,10 10 1967,El Salvador,Haiti,2,0,Friendly,San Salvador,El Salvador,FALSE
6606,10 10 1967,Tanzania,Zanzibar,0,3,Friendly,Nairobi,Kenya,TRUE
6607,11 10 1967,German DR,Denmark,3,2,UEFA Euro qualification,Leipzig,German DR,FALSE
6608,13 10 1967,Paraguay,Argentina,1,1,Friendly,Asunci??n,Paraguay,FALSE
6609,14 10 1967,Tanzania,DR Congo,0,1,African Cup of Nations qualification,Dar es Salaam,Tanzania,FALSE
6610,14 10 1967,Sierra Leone,Nigeria,1,1,Friendly,Freetown,Sierra Leone,FALSE
6611,15 10 1967,Austria,Russia,1,0,UEFA Euro qualification,Vienna,Austria,FALSE
6612,20 10 1967,Liberia,DR Congo,1,4,Friendly,Monrovia,Liberia,FALSE
6613,21 10 1967,Ghana,Nigeria,2,1,Friendly,Accra,Ghana,FALSE
6614,21 10 1967,Northern Ireland,Scotland,1,0,UEFA Euro qualification,Belfast,Northern Ireland,FALSE
6615,21 10 1967,Wales,England,0,3,UEFA Euro qualification,Cardiff,Wales,FALSE
6616,22 10 1967,Denmark,Finland,3,0,Nordic Championship,Copenhagen,Denmark,FALSE
6617,22 10 1967,Guatemala,El Salvador,1,0,Friendly,Guatemala,Guatemala,FALSE
6618,22 10 1967,Spain,Czechoslovakia,2,1,UEFA Euro qualification,Madrid,Spain,FALSE
6619,24 10 1967,Trinidad and Tobago,Martinique,3,2,Friendly,Port of Spain,Trinidad and Tobago,FALSE
6620,28 10 1967,France,Belgium,1,1,UEFA Euro qualification,Nantes,France,FALSE
6621,29 10 1967,El Salvador,Costa Rica,3,1,Friendly,San Salvador,El Salvador,FALSE
6622,29 10 1967,German DR,Hungary,1,0,UEFA Euro qualification,Leipzig,German DR,FALSE
6623,29 10 1967,Poland,Romania,0,0,Friendly,Cracow,Poland,FALSE
6624,29 10 1967,Uganda,Ethiopia,2,3,Friendly,Kampala,Uganda,FALSE
6625,31 10 1967,Greece,Russia,0,1,UEFA Euro qualification,Piraeus,Greece,FALSE
6626,1 11 1967,Italy,Cyprus,5,0,UEFA Euro qualification,Cosenza,Italy,FALSE
6627,1 11 1967,Netherlands,Yugoslavia,1,2,Friendly,Rotterdam,Netherlands,FALSE
6628,4 11 1967,Malaysia,Thailand,3,2,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE
6629,4 11 1967,Vietnam Republic,Singapore,2,0,Vietnam Independence Cup,Saigon,Vietnam Republic,FALSE
6630,5 11 1967,Australia,New Zealand,5,3,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE
6631,5 11 1967,Austria,Greece,1,1,UEFA Euro qualification,Vienna,Austria,FALSE
6632,5 11 1967,El Salvador,Guatemala,1,3,Friendly,San Salvador,El Salvador,FALSE
6633,5 11 1967,Hong Kong,South Korea,0,1,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE
6634,5 11 1967,Puerto Rico,Martinique,3,6,Friendly,San Juan,Puerto Rico,FALSE
6635,5 11 1967,Sweden,Norway,5,2,UEFA Euro qualification,Solna,Sweden,FALSE
6636,7 11 1967,South Korea,Thailand,3,1,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE
6637,7 11 1967,Vietnam Republic,Australia,0,1,Vietnam Independence Cup,Saigon,Vietnam Republic,FALSE
6638,8 11 1967,Chile,Argentina,3,1,Friendly,Santiago,Chile,FALSE
6639,8 11 1967,Hong Kong,Malaysia,0,2,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE
6640,8 11 1967,New Caledonia,New Zealand,4,0,Friendly,Noum??a,New Caledonia,FALSE
6641,8 11 1967,New Zealand,Singapore,3,1,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE
6642,8 11 1967,Puerto Rico,Guadeloupe,2,4,Friendly,San Juan,Puerto Rico,FALSE
6643,8 11 1967,Switzerland,Cyprus,5,0,UEFA Euro qualification,Lugano,Switzerland,FALSE
6644,10 11 1967,Hong Kong,Thailand,1,5,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE
6645,10 11 1967,Vietnam Republic,New Zealand,5,1,Vietnam Independence Cup,Saigon,Vietnam Republic,FALSE
6646,11 11 1967,Australia,Singapore,5,1,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE
6647,11 11 1967,Guadeloupe,Martinique,0,1,Friendly,San Juan,Puerto Rico,TRUE
6648,11 11 1967,South Korea,Malaysia,2,1,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE
6649,12 11 1967,Australia,Malaysia,1,0,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE
6650,12 11 1967,Bulgaria,Sweden,3,0,UEFA Euro qualification,Sofia,Bulgaria,FALSE
6651,12 11 1967,Burma,India,2,0,AFC Asian Cup qualification,Rangoon,Burma,FALSE
6652,12 11 1967,Portugal,Norway,2,1,UEFA Euro qualification,Porto,Portugal,FALSE
6653,12 11 1967,Vietnam Republic,South Korea,0,3,Vietnam Independence Cup,Saigon,Vietnam Republic,FALSE
6654,12 11 1967,Yugoslavia,Albania,4,0,UEFA Euro qualification,Belgrade,Yugoslavia,FALSE
6655,12 11 1967,Zimbabwe,Malawi,1,0,Friendly,Salisbury,Rhodesia,FALSE
6656,14 11 1967,Australia,South Korea,3,2,Vietnam Independence Cup,Saigon,Vietnam Republic,TRUE
6657,14 11 1967,Vietnam Republic,Malaysia,4,1,Vietnam Independence Cup,Saigon,Vietnam Republic,FALSE
6658,15 11 1967,Burkina Faso,Mali,0,1,African Cup of Nations qualification,Ouagadougou,Upper Volta,FALSE
6659,15 11 1967,India,Pakistan,1,1,AFC Asian Cup qualification,Rangoon,Burma,TRUE
6660,15 11 1967,Turkey,Czechoslovakia,0,0,UEFA Euro qualification,Ankara,Turkey,FALSE
6661,16 11 1967,Burma,Cambodia,1,0,AFC Asian Cup qualification,Rangoon,Burma,FALSE
6662,16 11 1967,Malaysia,New Zealand,2,8,Friendly,Kuala Lumpur,Malaysia,FALSE
6663,18 11 1967,Switzerland,Italy,2,2,UEFA Euro qualification,Berne,Switzerland,FALSE
6664,19 11 1967,Burma,Pakistan,2,0,AFC Asian Cup qualification,Rangoon,Burma,FALSE
6665,22 11 1967,Belgium,Luxembourg,3,0,UEFA Euro qualification,Bruges,Belgium,FALSE
6666,22 11 1967,Czechoslovakia,Republic of Ireland,1,2,UEFA Euro qualification,Prague,Czechoslovakia,FALSE
6667,22 11 1967,England,Northern Ireland,2,0,UEFA Euro qualification,London,England,FALSE
6668,22 11 1967,Romania,Germany,1,0,Friendly,Bucharest,Romania,FALSE
6669,22 11 1967,Scotland,Wales,3,2,UEFA Euro qualification,Glasgow,Scotland,FALSE
6670,22 11 1967,Senegal,Guinea,2,1,African Cup of Nations qualification,Dakar,Senegal,FALSE
6671,24 11 1967,Benin,DR Congo,2,5,Friendly,Cotonou,Dahomey,FALSE
6672,25 11 1967,Zimbabwe,Mauritius,1,2,Friendly,Salisbury,Rhodesia,FALSE
6673,26 11 1967,Bulgaria,Portugal,1,0,UEFA Euro qualification,Sofia,Bulgaria,FALSE
6674,26 11 1967,Burkina Faso,Ivory Coast,3,2,Friendly,Ouagadougou,Upper Volta,FALSE
6675,26 11 1967,Grenada,Saint Vincent and the Grenadines,1,1,Windward Islands Tournament,Roseau,Dominica,TRUE
6676,26 11 1967,Iran,Turkey,0,1,Friendly,Dhaka,Pakistan,TRUE
6677,26 11 1967,Trinidad and Tobago,Jamaica,1,0,Friendly,San Fernando,Trinidad and Tobago,FALSE
6678,26 11 1967,Zimbabwe,Mauritius,2,3,Friendly,Salisbury,Rhodesia,FALSE
6679,27 11 1967,Dominica,Saint Lucia,2,4,Windward Islands Tournament,Roseau,Dominica,FALSE
6680,28 11 1967,Pakistan,Turkey,4,7,Friendly,Dhaka,Pakistan,FALSE
6681,29 11 1967,Netherlands,Russia,3,1,Friendly,Rotterdam,Netherlands,FALSE
6682,29 11 1967,Saint Lucia,Saint Vincent and the Grenadines,4,3,Windward Islands Tournament,Roseau,Dominica,TRUE
6683,30 11 1967,Dominica,Grenada,2,4,Windward Islands Tournament,Roseau,Dominica,FALSE
6684,2 12 1967,Grenada,Saint Lucia,2,1,Windward Islands Tournament,Roseau,Dominica,TRUE
6685,2 12 1967,Sierra Leone,Guinea,2,1,Friendly,Freetown,Sierra Leone,FALSE
6686,2 12 1967,Trinidad and Tobago,Jamaica,1,0,Friendly,Port of Spain,Trinidad and Tobago,FALSE
6687,3 12 1967,Dominica,Saint Vincent and the Grenadines,1,2,Windward Islands Tournament,Roseau,Dominica,FALSE
6688,3 12 1967,Mali,Congo,1,1,Friendly,Bamako,Mali,FALSE
6689,6 12 1967,England,Russia,2,2,Friendly,London,England,FALSE
6690,6 12 1967,Mauritius,Ethiopia,0,2,Friendly,Port Louis,Mauritius,FALSE
6691,6 12 1967,Mexico,Hungary,2,1,Friendly,Mexico City,Mexico,FALSE
6692,8 12 1967,Mexico,Hungary,0,2,Friendly,Mexico City,Mexico,FALSE
6693,10 12 1967,Saudi Arabia,Tunisia,4,0,Friendly,Riyadh,Saudi Arabia,FALSE
6694,13 12 1967,Chile,Hungary,4,5,Friendly,Santiago,Chile,FALSE
6695,16 12 1967,Chile,Russia,1,4,Friendly,Santiago,Chile,FALSE
6696,17 12 1967,Albania,Germany,0,0,UEFA Euro qualification,Tirana,Albania,FALSE
6697,17 12 1967,Kenya,Zambia,1,5,Friendly,Nairobi,Kenya,FALSE
6698,17 12 1967,Portugal,Bulgaria,0,0,UEFA Euro qualification,Oeiras,Portugal,FALSE
6699,23 12 1967,France,Luxembourg,3,1,UEFA Euro qualification,Paris,France,FALSE
6700,23 12 1967,Italy,Switzerland,4,0,UEFA Euro qualification,Cagliari,Italy,FALSE
6701,23 12 1967,Nigeria,Ghana,2,2,Friendly,Lagos,Nigeria,FALSE
6702,24 12 1967,DR Congo,Romania,1,1,Friendly,Kinshasa,DR Congo,FALSE
6703,31 12 1967,Ethiopia,Kenya,2,0,Friendly,Addis Abeba,Ethiopia,FALSE
6704,10 01 1968,Israel,Belgium,0,2,Friendly,Jaffa,Israel,FALSE
6705,12 01 1968,Algeria,Ivory Coast,0,3,African Cup of Nations,Addis Abeba,Ethiopia,TRUE
6706,12 01 1968,Congo,DR Congo,0,3,African Cup of Nations,Asmara,Ethiopia,TRUE
6707,12 01 1968,Ethiopia,Uganda,2,1,African Cup of Nations,Addis Abeba,Ethiopia,FALSE
6708,12 01 1968,Ghana,Senegal,2,2,African Cup of Nations,Asmara,Ethiopia,TRUE
6709,14 01 1968,Algeria,Uganda,4,0,African Cup of Nations,Addis Abeba,Ethiopia,TRUE
6710,14 01 1968,Congo,Senegal,1,2,African Cup of Nations,Asmara,Ethiopia,TRUE
6711,14 01 1968,DR Congo,Ghana,1,2,African Cup of Nations,Asmara,Ethiopia,TRUE
6712,14 01 1968,Ethiopia,Ivory Coast,1,0,African Cup of Nations,Addis Abeba,Ethiopia,FALSE
6713,16 01 1968,Congo,Ghana,1,3,African Cup of Nations,Asmara,Ethiopia,TRUE
6714,16 01 1968,DR Congo,Senegal,2,1,African Cup of Nations,Asmara,Ethiopia,TRUE
6715,16 01 1968,Ethiopia,Algeria,3,1,African Cup of Nations,Addis Abeba,Ethiopia,FALSE
6716,16 01 1968,Ivory Coast,Uganda,2,1,African Cup of Nations,Addis Abeba,Ethiopia,TRUE
6717,19 01 1968,Ethiopia,DR Congo,2,3,African Cup of Nations,Addis Abeba,Ethiopia,FALSE
6718,19 01 1968,Ghana,Ivory Coast,4,3,African Cup of Nations,Asmara,Ethiopia,TRUE
6719,21 01 1968,DR Congo,Ghana,1,0,African Cup of Nations,Addis Abeba,Ethiopia,TRUE
6720,21 01 1968,Ethiopia,Ivory Coast,0,1,African Cup of Nations,Addis Abeba,Ethiopia,FALSE
6721,27 01 1968,Nigeria,Sierra Leone,4,1,Friendly,Lagos,Nigeria,FALSE
6722,14 02 1968,Israel,Switzerland,2,1,Friendly,Jaffa,Israel,FALSE
6723,17 02 1968,Cyprus,Switzerland,2,1,UEFA Euro qualification,Nicosia,Cyprus,FALSE
6724,19 02 1968,Israel,Sweden,0,3,Friendly,Jaffa,Israel,FALSE
6725,24 02 1968,Scotland,England,1,1,UEFA Euro qualification,Glasgow,Scotland,FALSE
6726,25 02 1968,Burkina Faso,Guinea,2,0,Friendly,Ouagadougou,Upper Volta,FALSE
6727,28 02 1968,Spain,Sweden,3,1,Friendly,Seville,Spain,FALSE
6728,28 02 1968,Wales,Northern Ireland,2,0,UEFA Euro qualification,Wrexham,Wales,FALSE
6729,3 03 1968,Mexico,Russia,0,0,Friendly,Mexico City,Mexico,FALSE
6730,6 03 1968,Belgium,Germany,1,3,Friendly,Brussels,Belgium,FALSE
6731,7 03 1968,Guinea,DR Congo,1,0,Friendly,Conakry,Guinea,FALSE
6732,7 03 1968,Mexico,Russia,1,1,Friendly,Le??n,Mexico,FALSE
6733,10 03 1968,Mexico,Russia,0,0,Friendly,Mexico City,Mexico,FALSE
6734,13 03 1968,Turkey,Tunisia,0,0,Friendly,Izmir,Turkey,FALSE
6735,17 03 1968,Morocco,Algeria,0,0,Friendly,Casablanca,Morocco,FALSE
6736,26 03 1968,Mexico,Japan,4,0,Friendly,Mexico City,Mexico,FALSE
6737,30 03 1968,Australia,Japan,2,2,Friendly,Sydney,Australia,FALSE
6738,31 03 1968,Australia,Japan,3,1,Friendly,Melbourne,Australia,FALSE
6739,31 03 1968,Guinea,Burkina Faso,3,1,Friendly,Conakry,Guinea,FALSE
6740,2 04 1968,Guinea,Burkina Faso,1,3,Friendly,Conakry,Guinea,FALSE
6741,3 04 1968,England,Spain,1,0,UEFA Euro qualification,London,England,FALSE
6742,4 04 1968,Australia,Japan,1,3,Friendly,Adelaide,Australia,FALSE
6743,6 04 1968,Barbados,Suriname,0,2,Friendly,Bridgetown,Barbados,FALSE
6744,6 04 1968,Bulgaria,Italy,3,2,UEFA Euro qualification,Sofia,Bulgaria,FALSE
6745,6 04 1968,France,Yugoslavia,1,1,UEFA Euro qualification,Marseille,France,FALSE
6746,7 04 1968,Netherlands,Belgium,1,2,Friendly,Amsterdam,Netherlands,FALSE
6747,7 04 1968,Togo,Guinea,1,1,Friendly,Lom??,Togo,FALSE
6748,8 04 1968,Barbados,Suriname,0,0,Friendly,Bridgetown,Barbados,FALSE
6749,10 04 1968,Benin,Guinea,2,5,Friendly,Cotonou,Dahomey,FALSE
6750,11 04 1968,Martinique,Suriname,1,3,Friendly,Fort-de-France,Martinique,FALSE
6751,14 04 1968,Martinique,Suriname,3,2,Friendly,Fort-de-France,Martinique,FALSE
6752,17 04 1968,Switzerland,Germany,0,0,Friendly,Basel,Switzerland,FALSE
6753,20 04 1968,Italy,Bulgaria,2,0,UEFA Euro qualification,Naples,Italy,FALSE
6754,24 04 1968,Poland,Turkey,8,0,Friendly,Chorz??w,Poland,FALSE
6755,24 04 1968,Russia,Belgium,1,0,Friendly,Moscow,Soviet Union,FALSE
6756,24 04 1968,Yugoslavia,France,5,1,UEFA Euro qualification,Belgrade,Yugoslavia,FALSE
6757,27 04 1968,Czechoslovakia,Yugoslavia,3,0,Friendly,Bratislava,Czechoslovakia,FALSE
6758,1 05 1968,Austria,Romania,1,1,Friendly,Linz,Austria,FALSE
6759,1 05 1968,Poland,Netherlands,0,0,Friendly,Warsaw,Poland,FALSE
6760,1 05 1968,Eswatini,Malawi,2,0,Friendly,Mbabane,Eswatini,FALSE
6761,2 05 1968,Sweden,Spain,1,1,Friendly,Malm??,Sweden,FALSE
6762,4 05 1968,Hungary,Russia,2,0,UEFA Euro qualification,Budapest,Hungary,FALSE
6763,7 05 1968,El Salvador,Guatemala,3,0,Friendly,San Salvador,El Salvador,FALSE
6764,8 05 1968,Kenya,Nigeria,1,2,Friendly,Nairobi,Kenya,FALSE
6765,8 05 1968,Spain,England,1,2,UEFA Euro qualification,Madrid,Spain,FALSE
6766,8 05 1968,Wales,Germany,1,1,Friendly,Cardiff,Wales,FALSE
6767,10 05 1968,Iran,Hong Kong,2,0,AFC Asian Cup,Teheran,Iran,FALSE
6768,11 05 1968,Burma,Chinese Taipei,1,1,AFC Asian Cup,Teheran,Iran,TRUE
6769,11 05 1968,Russia,Hungary,3,0,UEFA Euro qualification,Moscow,Soviet Union,FALSE
6770,12 05 1968,Hong Kong,Israel,1,6,AFC Asian Cup,Teheran,Iran,TRUE
6771,13 05 1968,Iran,Chinese Taipei,4,0,AFC Asian Cup,Teheran,Iran,FALSE
6772,14 05 1968,Burma,Israel,1,0,AFC Asian Cup,Teheran,Iran,TRUE
6773,15 05 1968,Hong Kong,Chinese Taipei,1,1,AFC Asian Cup,Teheran,Iran,TRUE
6774,15 05 1968,Republic of Ireland,Poland,2,2,Friendly,Dublin,Republic of Ireland,FALSE
6775,15 05 1968,Paraguay,Argentina,2,0,Friendly,Asunci??n,Paraguay,FALSE
6776,16 05 1968,Iran,Burma,3,1,AFC Asian Cup,Teheran,Iran,FALSE
6777,17 05 1968,Israel,Chinese Taipei,4,1,AFC Asian Cup,Teheran,Iran,TRUE
6778,18 05 1968,Burma,Hong Kong,2,0,AFC Asian Cup,Teheran,Iran,TRUE
6779,19 05 1968,Austria,Cyprus,7,1,FIFA World Cup qualification,Vienna,Austria,FALSE
6780,19 05 1968,Ghana,Ivory Coast,2,1,Friendly,Accra,Ghana,FALSE
6781,19 05 1968,Iran,Israel,2,1,AFC Asian Cup,Teheran,Iran,FALSE
6782,21 05 1968,Mexico,Uruguay,3,3,Friendly,Mexico City,Mexico,FALSE
6783,22 05 1968,England,Sweden,3,1,Friendly,London,England,FALSE
6784,28 05 1968,Mexico,Uruguay,2,2,Friendly,Mexico City,Mexico,FALSE
6785,30 05 1968,Netherlands,Scotland,0,0,Friendly,Amsterdam,Netherlands,FALSE
6786,1 06 1968,Germany,England,1,0,Friendly,Hanover,Germany,FALSE
6787,2 06 1968,Paraguay,Uruguay,0,0,Copa Artigas,Asunci??n,Paraguay,FALSE
6788,4 06 1968,Finland,Denmark,1,3,Nordic Championship,Helsinki,Finland,FALSE
6789,5 06 1968,Argentina,Uruguay,2,0,Copa Lipton,Buenos Aires,Argentina,FALSE
6790,5 06 1968,England,Yugoslavia,0,1,UEFA Euro,Florence,Italy,TRUE
6791,5 06 1968,Italy,Russia,0,0,UEFA Euro,Naples,Italy,FALSE
6792,5 06 1968,Romania,Netherlands,0,0,Friendly,Bucharest,Romania,FALSE
6793,8 06 1968,England,Russia,2,0,UEFA Euro,Rome,Italy,TRUE
6794,8 06 1968,Italy,Yugoslavia,1,1,UEFA Euro,Rome,Italy,FALSE
6795,9 06 1968,Brazil,Uruguay,2,0,Copa Rio Branco,S??o Paulo,Brazil,FALSE
6796,9 06 1968,Norway,Poland,1,6,Friendly,Oslo,Norway,FALSE
6797,10 06 1968,Italy,Yugoslavia,2,0,UEFA Euro,Rome,Italy,FALSE
6798,12 06 1968,Brazil,Uruguay,4,0,Copa Rio Branco,Rio de Janeiro,Brazil,FALSE
6799,16 06 1968,Germany,Brazil,2,1,Friendly,Stuttgart,Germany,FALSE
6800,16 06 1968,Russia,Austria,3,1,Friendly,Leningrad,Soviet Union,FALSE
6801,19 06 1968,Finland,Belgium,1,2,FIFA World Cup qualification,Helsinki,Finland,FALSE
6802,20 06 1968,Poland,Brazil,3,6,Friendly,Warsaw,Poland,FALSE
6803,20 06 1968,Uruguay,Argentina,2,1,Copa Newton,Montevideo,Uruguay,FALSE
6804,23 06 1968,Czechoslovakia,Brazil,3,2,Friendly,Bratislava,Czechoslovakia,FALSE
6805,23 06 1968,Denmark,Norway,5,1,Nordic Championship,Copenhagen,Denmark,FALSE
6806,25 06 1968,Yugoslavia,Brazil,0,2,Friendly,Belgrade,Yugoslavia,FALSE
6807,27 06 1968,Sweden,Denmark,2,1,Nordic Championship,Solna,Sweden,FALSE
6808,29 06 1968,Zambia,Uganda,2,1,Friendly,Lusaka,Zambia,FALSE
6809,30 06 1968,Portugal,Brazil,0,2,Friendly,Louren??o Marques,Mozambique,TRUE
6810,30 06 1968,Zambia,Uganda,1,1,Friendly,Mufulira,Zambia,FALSE
6811,2 07 1968,Zambia,Uganda,2,1,Friendly,Ndola,Zambia,FALSE
6812,4 07 1968,Zambia,Uganda,2,2,Friendly,Kitwe,Zambia,FALSE
6813,6 07 1968,Malawi,Kenya,2,2,Friendly,Blantyre,Malawi,FALSE
6814,7 07 1968,Mexico,Brazil,0,2,Friendly,Mexico City,Mexico,FALSE
6815,10 07 1968,Mexico,Brazil,2,1,Friendly,Mexico City,Mexico,FALSE
6816,13 07 1968,Malawi,Botswana,8,1,Friendly,Blantyre,Malawi,FALSE
6817,14 07 1968,Peru,Brazil,3,4,Friendly,Lima,Peru,FALSE
6818,17 07 1968,Honduras,El Salvador,0,0,Friendly,Tegucigalpa,Honduras,FALSE
6819,17 07 1968,Peru,Brazil,0,4,Friendly,Lima,Peru,FALSE
6820,18 07 1968,Iceland,Norway,0,4,Friendly,Reykjav??k,Iceland,FALSE
6821,20 07 1968,Eswatini,Malawi,2,0,Friendly,Mbabane,Eswatini,FALSE
6822,25 07 1968,Paraguay,Brazil,0,4,Copa Oswaldo Cruz,Asunci??n,Paraguay,FALSE
6823,28 07 1968,Paraguay,Brazil,1,0,Copa Oswaldo Cruz,Asunci??n,Paraguay,FALSE
6824,31 07 1968,El Salvador,Honduras,2,1,Friendly,San Salvador,El Salvador,FALSE
6825,1 08 1968,Sweden,Russia,2,2,Friendly,Gothenburg,Sweden,FALSE
6826,7 08 1968,Brazil,Argentina,4,1,Friendly,Rio de Janeiro,Brazil,FALSE
6827,10 08 1968,Burma,Vietnam Republic,3,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
6828,10 08 1968,South Korea,Western Australia,0,3,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
6829,11 08 1968,Brazil,Argentina,3,2,Friendly,Belo Horizonte,Brazil,FALSE
6830,11 08 1968,Hong Kong,Thailand,0,0,Merdeka Tournament,Kuala Lumpur,Malaysia,TRUE
6831,11 08 1968,Singapore,Chinese Taipei,0,2,Merdeka Tournament,Ipoh,Malaysia,TRUE
